"Site","name","label","Year","pointname","infestationname","Count","geometry","dotcolor"
"UGOH_67_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_67","Ugashik Orange Hawkweed",0,"c(-157.021102535297"," 57.5680970408424)"
"UGOH_69_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_69","Ugashik Orange Hawkweed",9,"c(-157.014048397505"," 57.5698159996785)"
"UGOH_7_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_7","Ugashik Orange Hawkweed",6,"c(-157.014815231965"," 57.5697966760339)"
"UGOH_72_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_72","Ugashik Orange Hawkweed",0,"c(-157.018178268045"," 57.5678781087467)"
"UGOH_73_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_73","Ugashik Orange Hawkweed",3,"c(-157.021303073514"," 57.5666654473404)"
"UGOH_74_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_74","Ugashik Orange Hawkweed",2,"c(-157.015791765787"," 57.5694047969364)"
"UGOH_76_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_76","Ugashik Orange Hawkweed",0,"c(-157.020859157326"," 57.5682963294554)"
"UGOH_77_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_77","Ugashik Orange Hawkweed",3,"c(-157.018269267823"," 57.5678110601701)"
"UGOH_79_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_79","Ugashik Orange Hawkweed",7,"c(-157.017636184026"," 57.5680927998208)"
"UGOH_80_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_80","Ugashik Orange Hawkweed",0,"c(-157.021400682522"," 57.5669644477492)"
"UGOH_82_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_82","Ugashik Orange Hawkweed",1,"c(-157.014915920999"," 57.5698818929153)"
"UGOH_83_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_83","Ugashik Orange Hawkweed",0,"c(-157.01993643361"," 57.567037878094)"
"UGOH_84_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_84","Ugashik Orange Hawkweed",0,"c(-157.019613174347"," 57.5671779560485)"
"UGOH_85_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_85","Ugashik Orange Hawkweed",0,"c(-157.018908193614"," 57.567506501536)"
"UGOH_87_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_87","Ugashik Orange Hawkweed",0,"c(-157.017619542805"," 57.5681241411348)"
"UGOH_88_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_88","Ugashik Orange Hawkweed",2,"c(-157.01601692531"," 57.5678711251704)"
"UGOH_89_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_89","Ugashik Orange Hawkweed",3,"c(-157.014685051875"," 57.5696162155391)"
"UGOH_9_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_9","Ugashik Orange Hawkweed",4,"c(-157.021264504478"," 57.5671966210645)"
"UGOH_90_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_90","Ugashik Orange Hawkweed",1,"c(-157.017875556626"," 57.5680392747259)"
"UGOH_91_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_91","Ugashik Orange Hawkweed",0,"c(-157.021302717631"," 57.5676736287007)"
"UGOH_92_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_92","Ugashik Orange Hawkweed",1,"c(-157.01472233911"," 57.5696262021335)"
"UGOH_94_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_94","Ugashik Orange Hawkweed",1,"c(-157.018718286455"," 57.5676301790586)"
"UGOH_95_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_95","Ugashik Orange Hawkweed",9,"c(-157.015688663292"," 57.5694147571728)"
"UGOH_96_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_96","Ugashik Orange Hawkweed",0,"c(-157.021327441602"," 57.5670706940137)"
"UGOH_99_2023","UGOH","Ugashik Orange Hawkweed","2023","UGOH_99","Ugashik Orange Hawkweed",0,"c(-157.020909274143"," 57.5685821660402)"
"CBCT_1_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_1","Cold Bay Creeping Thistle",0,"c(-162.716314602359"," 55.2065345555445)"
"CBCT_10_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_10","Cold Bay Creeping Thistle",0,"c(-162.715017011087"," 55.204439316198)"
"CBCT_100_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_100","Cold Bay Creeping Thistle",0,"c(-162.716266824035"," 55.206943518561)"
"CBCT_101_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_101","Cold Bay Creeping Thistle",4,"c(-162.715364663815"," 55.2054361482022)"
"CBCT_102_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_102","Cold Bay Creeping Thistle",0,"c(-162.714252811762"," 55.2065873837149)"
"CBCT_103_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_103","Cold Bay Creeping Thistle",2,"c(-162.715043007031"," 55.2052469649565)"
"CBCT_104_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_104","Cold Bay Creeping Thistle",3,"c(-162.717682906819"," 55.2066318602794)"
"CBCT_105_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_105","Cold Bay Creeping Thistle",0,"c(-162.71519891477"," 55.2067380514523)"
"CBCT_107_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_107","Cold Bay Creeping Thistle",0,"c(-162.716375946706"," 55.206558263534)"
"CBCT_108_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_108","Cold Bay Creeping Thistle",0,"c(-162.714496458338"," 55.2048689045627)"
"CBCT_109_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_109","Cold Bay Creeping Thistle",1,"c(-162.714317776361"," 55.2054534839482)"
"CBCT_11_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_11","Cold Bay Creeping Thistle",1,"c(-162.713916296158"," 55.2054676794341)"
"CBCT_110_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_110","Cold Bay Creeping Thistle",0,"c(-162.714871367296"," 55.2068184796405)"
"CBCT_112_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_112","Cold Bay Creeping Thistle",0,"c(-162.715102397372"," 55.204521762763)"
"CBCT_114_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_114","Cold Bay Creeping Thistle",0,"c(-162.599032585746"," 55.1472980208469)"
"CBCT_115_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_115","Cold Bay Creeping Thistle",1,"c(-162.713159234649"," 55.2062993343704)"
"CBCT_116_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_116","Cold Bay Creeping Thistle",0,"c(-162.714045765466"," 55.2061674231526)"
"CBCT_117_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_117","Cold Bay Creeping Thistle",0,"c(-162.714106534519"," 55.2048923131574)"
"CBCT_118_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_118","Cold Bay Creeping Thistle",4,"c(-162.714735081156"," 55.2053053079834)"
"CBCT_119_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_119","Cold Bay Creeping Thistle",0,"c(-162.715437645278"," 55.2062173670506)"
"CBCT_120_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_120","Cold Bay Creeping Thistle",0,"c(-162.713985857592"," 55.2044694414273)"
"CBCT_13_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_13","Cold Bay Creeping Thistle",0,"c(-162.71425458432"," 55.2047286756872)"
"CBCT_14_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_14","Cold Bay Creeping Thistle",0,"c(-162.715056262885"," 55.2045210297036)"
"CBCT_15_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_15","Cold Bay Creeping Thistle",2,"c(-162.599012979898"," 55.1471154857929)"
"CBCT_16_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_16","Cold Bay Creeping Thistle",1,"c(-162.714693108872"," 55.2045862882149)"
"CBCT_17_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_17","Cold Bay Creeping Thistle",0,"c(-162.714202532539"," 55.2060863349216)"
"CBCT_18__2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_18_","Cold Bay Creeping Thistle",0,"c(-162.7149404294"," 55.2049406988741)"
"CBCT_19_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_19","Cold Bay Creeping Thistle",0,"c(-162.714748500689"," 55.2045571599764)"
"CBCT_2_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_2","Cold Bay Creeping Thistle",0,"c(-162.715021375394"," 55.2052249544945)"
"CBCT_20_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_20","Cold Bay Creeping Thistle",3,"c(-162.714076840268"," 55.206381515573)"
"CBCT_21_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_21","Cold Bay Creeping Thistle",2,"c(-162.713069693244"," 55.2061553476709)"
"CBCT_22_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_22","Cold Bay Creeping Thistle",0,"c(-162.714202025446"," 55.2062798063981)"
"CBCT_23_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_23","Cold Bay Creeping Thistle",0,"c(-162.713687979382"," 55.2061396966528)"
"CBCT_25_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_25","Cold Bay Creeping Thistle",0,"c(-162.598748553111"," 55.1473266402217)"
"CBCT_26_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_26","Cold Bay Creeping Thistle",0,"c(-162.714595611803"," 55.2055094752318)"
"CBCT_27_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_27","Cold Bay Creeping Thistle",0,"c(-162.713986518567"," 55.204499011586)"
"CBCT_28_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_28","Cold Bay Creeping Thistle",0,"c(-162.714494828667"," 55.2058922458469)"
"CBCT_29_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_29","Cold Bay Creeping Thistle",0,"c(-162.715375310415"," 55.2053565381816)"
"CBCT_3_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_3","Cold Bay Creeping Thistle",0,"c(-162.714278133362"," 55.2060738395463)"
"CBCT_30_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_30","Cold Bay Creeping Thistle",1,"c(-162.599112332821"," 55.1471335005085)"
"CBCT_31_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_31","Cold Bay Creeping Thistle",0,"c(-162.71811659282"," 55.2064646270793)"
"CBCT_32_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_32","Cold Bay Creeping Thistle",0,"c(-162.71495999793"," 55.204999555209)"
"CBCT_33_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_33","Cold Bay Creeping Thistle",0,"c(-162.714215454919"," 55.2059536950969)"
"CBCT_34_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_34","Cold Bay Creeping Thistle",0,"c(-162.715086637229"," 55.2059779947138)"
"CBCT_35_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_35","Cold Bay Creeping Thistle",0,"c(-162.714202389976"," 55.2047608273267)"
"CBCT_37_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_37","Cold Bay Creeping Thistle",0,"c(-162.714540788108"," 55.2056770577378)"
"CBCT_38_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_38","Cold Bay Creeping Thistle",1,"c(-162.71432826229"," 55.2054554130881)"
"CBCT_4_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_4","Cold Bay Creeping Thistle",0,"c(-162.718200098787"," 55.2066802299031)"
"CBCT_40_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_40","Cold Bay Creeping Thistle",0,"c(-162.71674633781"," 55.2070207298736)"
"CBCT_41_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_41","Cold Bay Creeping Thistle",0,"c(-162.715056724874"," 55.2056645400548)"
"CBCT_42_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_42","Cold Bay Creeping Thistle",0,"c(-162.71517493018"," 55.205083522527)"
"CBCT_43_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_43","Cold Bay Creeping Thistle",0,"c(-162.713964424285"," 55.2065391693979)"
"CBCT_44_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_44","Cold Bay Creeping Thistle",0,"c(-162.716494345494"," 55.2066546992546)"
"CBCT_45_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_45","Cold Bay Creeping Thistle",0,"c(-162.714983412199"," 55.2061484561216)"
"CBCT_46_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_46","Cold Bay Creeping Thistle",0,"c(-162.715158490008"," 55.2054627981918)"
"CBCT_47_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_47","Cold Bay Creeping Thistle",0,"c(-162.714913758475"," 55.2051326845815)"
"CBCT_48_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_48","Cold Bay Creeping Thistle",1,"c(-162.598916991225"," 55.1473728791491)"
"CBCT_49_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_49","Cold Bay Creeping Thistle",0,"c(-162.713958359972"," 55.2058508330397)"
"CBCT_50_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_50","Cold Bay Creeping Thistle",0,"c(-162.716640823822"," 55.2070094108061)"
"CBCT_51_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_51","Cold Bay Creeping Thistle",0,"c(-162.718154519462"," 55.206643673006)"
"CBCT_52_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_52","Cold Bay Creeping Thistle",2,"c(-162.714076756162"," 55.2054660339863)"
"CBCT_53_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_53","Cold Bay Creeping Thistle",0,"c(-162.714099591145"," 55.2046154434295)"
"CBCT_54_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_54","Cold Bay Creeping Thistle",0,"c(-162.714215845752"," 55.2053592462246)"
"CBCT_55_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_55","Cold Bay Creeping Thistle",0,"c(-162.71445959325"," 55.2045491666849)"
"CBCT_56_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_56","Cold Bay Creeping Thistle",0,"c(-162.713805135634"," 55.2059115378689)"
"CBCT_57_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_57","Cold Bay Creeping Thistle",0,"c(-162.717800432248"," 55.2066848667669)"
"CBCT_58_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_58","Cold Bay Creeping Thistle",0,"c(-162.715291607415"," 55.2068148755142)"
"CBCT_59_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_59","Cold Bay Creeping Thistle",0,"c(-162.714437842067"," 55.205812792437)"
"CBCT_6_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_6","Cold Bay Creeping Thistle",0,"c(-162.715229863909"," 55.2063709315207)"
"CBCT_60_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_60","Cold Bay Creeping Thistle",0,"c(-162.714032484369"," 55.2051785444066)"
"CBCT_61_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_61","Cold Bay Creeping Thistle",0,"c(-162.714149861794"," 55.2049379130273)"
"CBCT_62_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_62","Cold Bay Creeping Thistle",0,"c(-162.716480137202"," 55.2069066704039)"
"CBCT_63_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_63","Cold Bay Creeping Thistle",0,"c(-162.715171822812"," 55.2061016835592)"
"CBCT_64_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_64","Cold Bay Creeping Thistle",0,"c(-162.717936161071"," 55.2067309215136)"
"CBCT_65_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_65","Cold Bay Creeping Thistle",0,"c(-162.71513760817"," 55.2051692655153)"
"CBCT_66_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_66","Cold Bay Creeping Thistle",0,"c(-162.715006780753"," 55.2063836127663)"
"CBCT_67_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_67","Cold Bay Creeping Thistle",0,"c(-162.714632609919"," 55.2052545007325)"
"CBCT_68_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_68","Cold Bay Creeping Thistle",0,"c(-162.716138074435"," 55.2064629004979)"
"CBCT_69_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_69","Cold Bay Creeping Thistle",1,"c(-162.713742927307"," 55.2065729246464)"
"CBCT_7_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_7","Cold Bay Creeping Thistle",0,"c(-162.713279149245"," 55.2064804403796)"
"CBCT_70_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_70","Cold Bay Creeping Thistle",0,"c(-162.715313405015"," 55.2067794467276)"
"CBCT_71_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_71","Cold Bay Creeping Thistle",0,"c(-162.715058913599"," 55.2046895873037)"
"CBCT_72_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_72","Cold Bay Creeping Thistle",0,"c(-162.714403348716"," 55.2045253886471)"
"CBCT_73_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_73","Cold Bay Creeping Thistle",0,"c(-162.718006967648"," 55.2068148913377)"
"CBCT_74_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_74","Cold Bay Creeping Thistle",0,"c(-162.713776231145"," 55.2059891682903)"
"CBCT_75_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_75","Cold Bay Creeping Thistle",0,"c(-162.714780495549"," 55.20646649044)"
"CBCT_76_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_76","Cold Bay Creeping Thistle",6,"c(-162.714674874698"," 55.205139557405)"
"CBCT_78_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_78","Cold Bay Creeping Thistle",0,"c(-162.714297308633"," 55.2067212031729)"
"CBCT_79_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_79","Cold Bay Creeping Thistle",0,"c(-162.713535682121"," 55.2064289747671)"
"CBCT_8_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_8","Cold Bay Creeping Thistle",0,"c(-162.714584583571"," 55.2044835714626)"
"CBCT_80_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_80","Cold Bay Creeping Thistle",0,"c(-162.715203176433"," 55.2062741267013)"
"CBCT_81_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_81","Cold Bay Creeping Thistle",0,"c(-162.714692735816"," 55.205971269706)"
"CBCT_82_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_82","Cold Bay Creeping Thistle",0,"c(-162.714639064377"," 55.2047159766653)"
"CBCT_83_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_83","Cold Bay Creeping Thistle",2,"c(-162.713869308147"," 55.2061654841458)"
"CBCT_84_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_84","Cold Bay Creeping Thistle",0,"c(-162.714249402796"," 55.2056521209468)"
"CBCT_85_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_85","Cold Bay Creeping Thistle",1,"c(-162.714826278811"," 55.2054398402938)"
"CBCT_86_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_86","Cold Bay Creeping Thistle",1,"c(-162.71491609734"," 55.2046232582964)"
"CBCT_87_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_87","Cold Bay Creeping Thistle",0,"c(-162.714085345844"," 55.2052809964364)"
"CBCT_88_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_88","Cold Bay Creeping Thistle",0,"c(-162.714641425362"," 55.2054223872829)"
"CBCT_89_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_89","Cold Bay Creeping Thistle",0,"c(-162.714363436599"," 55.2055834728552)"
"CBCT_9_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_9","Cold Bay Creeping Thistle",0,"c(-162.713210899031"," 55.206106402328)"
"CBCT_90_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_90","Cold Bay Creeping Thistle",1,"c(-162.714870786907"," 55.2046304091658)"
"CBCT_92_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_92","Cold Bay Creeping Thistle",1,"c(-162.713349886194"," 55.2063243248345)"
"CBCT_93_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_93","Cold Bay Creeping Thistle",0,"c(-162.713195186757"," 55.2065161574975)"
"CBCT_94_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_94","Cold Bay Creeping Thistle",0,"c(-162.71411224788"," 55.2059648578267)"
"CBCT_95_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_95","Cold Bay Creeping Thistle",0,"c(-162.714554370858"," 55.2059692854278)"
"CBCT_96_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_96","Cold Bay Creeping Thistle",0,"c(-162.714697909755"," 55.2048153762809)"
"CBCT_97_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_97","Cold Bay Creeping Thistle",0,"c(-162.714897470927"," 55.2062806885113)"
"CBCT_98_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_98","Cold Bay Creeping Thistle",0,"c(-162.715085127127"," 55.2049896289321)"
"CBCT_99_2024","CBCT","Cold Bay Creeping Thistle","2024","CBCT_99","Cold Bay Creeping Thistle",0,"c(-162.714228125356"," 55.2065202146699)"
"CBOD_1_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_1","Cold Bay Oxeye Daisy",0,"c(-162.700359876865"," 55.1961838815559)"
"CBOD_10_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_10","Cold Bay Oxeye Daisy",2,"c(-162.712949982415"," 55.2066324324009)"
"CBOD_11_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_11","Cold Bay Oxeye Daisy",9,"c(-162.70059951129"," 55.1961066863494)"
"CBOD_12_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_12","Cold Bay Oxeye Daisy",2,"c(-162.712951661898"," 55.2066129977594)"
"CBOD_13_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_13","Cold Bay Oxeye Daisy",0,"c(-162.713252624158"," 55.2070170785534)"
"CBOD_14_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_14","Cold Bay Oxeye Daisy",0,"c(-162.713371313656"," 55.2067919236673)"
"CBOD_15_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_15","Cold Bay Oxeye Daisy",2,"c(-162.712941682791"," 55.2068329262871)"
"CBOD_16_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_16","Cold Bay Oxeye Daisy",0,"c(-162.713522636294"," 55.2066986682957)"
"CBOD_17_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_17","Cold Bay Oxeye Daisy",9,"c(-162.709620594362"," 55.2045290454266)"
"CBOD_18_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_18","Cold Bay Oxeye Daisy",0,"c(-162.713024483797"," 55.2070494903752)"
"CBOD_19_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_19","Cold Bay Oxeye Daisy",0,"c(-162.700710436367"," 55.1960991750142)"
"CBOD_20_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_20","Cold Bay Oxeye Daisy",0,"c(-162.713651012832"," 55.2067361086282)"
"CBOD_21_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_21","Cold Bay Oxeye Daisy",0,"c(-162.71325440545"," 55.2068093622788)"
"CBOD_22_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_22","Cold Bay Oxeye Daisy",0,"c(-162.712825028793"," 55.2065848196399)"
"CBOD_23_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_23","Cold Bay Oxeye Daisy",0,"c(-162.709151244718"," 55.2044907097307)"
"CBOD_24_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_24","Cold Bay Oxeye Daisy",0,"c(-162.700569963016"," 55.1960476714557)"
"CBOD_25_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_25","Cold Bay Oxeye Daisy",0,"c(-162.713468955374"," 55.2069847530532)"
"CBOD_26_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_26","Cold Bay Oxeye Daisy",4,"c(-162.712829035285"," 55.2067888556865)"
"CBOD_27_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_27","Cold Bay Oxeye Daisy",0,"c(-162.713086120559"," 55.2069573768001)"
"CBOD_28_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_28","Cold Bay Oxeye Daisy",9,"c(-162.709805333579"," 55.2045079977108)"
"CBOD_29_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_29","Cold Bay Oxeye Daisy",7,"c(-162.713152111249"," 55.2067496096144)"
"CBOD_3_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_3","Cold Bay Oxeye Daisy",9,"c(-162.71"," 55.2)"
"CBOD_30_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_30","Cold Bay Oxeye Daisy",1,"c(-162.713072526602"," 55.2068629269071)"
"CBOD_31_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_31","Cold Bay Oxeye Daisy",0,"c(-162.797220944539"," 55.1675050994597)"
"CBOD_32_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_32","Cold Bay Oxeye Daisy",9,"c(-162.709519029727"," 55.2044691638682)"
"CBOD_33_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_33","Cold Bay Oxeye Daisy",0,"c(-162.713265985717"," 55.2069640668246)"
"CBOD_34_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_34","Cold Bay Oxeye Daisy",0,"c(-162.709552"," 55.20455)"
"CBOD_35_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_35","Cold Bay Oxeye Daisy",0,"c(-162.47428"," 55.21)"
"CBOD_36_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_36","Cold Bay Oxeye Daisy",0,"c(-162.7"," 55.2)"
"CBOD_37_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_37","Cold Bay Oxeye Daisy",1,"c(-162.709379"," 55.204312)"
"CBOD_38_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_38","Cold Bay Oxeye Daisy",9,"c(-162.71"," 55.2)"
"CBOD_39_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_39","Cold Bay Oxeye Daisy",5,"c(-162.71"," 55.2)"
"CBOD_4_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_4","Cold Bay Oxeye Daisy",0,"c(-162.713101369804"," 55.2068482172714)"
"CBOD_40_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_40","Cold Bay Oxeye Daisy",0,"c(-162.71"," 55.21)"
"CBOD_5_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_5","Cold Bay Oxeye Daisy",0,"c(-162.797201973746"," 55.1675109354246)"
"CBOD_6_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_6","Cold Bay Oxeye Daisy",9,"c(-162.709708639556"," 55.2045329804517)"
"CBOD_7_2024","CBOD","Cold Bay Oxeye Daisy","2024","CBOD_7","Cold Bay Oxeye Daisy",0,"c(-162.71297255093"," 55.2065827039135)"
